id,distance,east,nrth,cll2
16,1600,436682.41,6951231.886,16
16,1610,436687.41,6951236.886,16
16,1620,436691.41,6951243.472,16
16,1630,436695.41,6951250.058,16
16,1640,436700.614,6951255.44,16
16,1650,436705.614,6951260.44,16
16,1660,436711.2,6951265.44,16
16,1670,436715.969,6951270.998,16
16,1680,436721.41,6951275.815,16
16,1690,436726.41,6951281.401,16
16,1700,436731.41,6951286.401,16
16,1710,436734.371,6951293.44,16
16,1720,436739.41,6951298.987,16
16,1730,436744.543,6951304.44,16
16,1740,436749.543,6951309.44,16
16,1750,436755.129,6951314.44,16
16,1760,436760.41,6951319.744,16
16,1770,436765.41,6951324.744,16
16,1780,436767.715,6951332.44,16
16,1790,436773.3,6951337.44,16
16,1800,436778.04,6951343.069,16
16,1810,436783.886,6951347.44,16
16,1820,436786.41,6951354.916,16
16,1830,436791.41,6951360.501,16
16,1840,436796.41,6951365.501,16
16,1850,436801.41,6951371.087,16
16,1860,436806.644,6951376.44,16
16,1870,436813.644,6951379.44,16
16,1880,436821.41,6951381.673,16
16,1890,436826.41,6951387.259,16
16,1900,436831.815,6951392.44,16
16,1910,436837.815,6951396.44,16
16,1920,436844.41,6951400.43,16
16,1930,436849.41,6951405.43,16
16,1940,436854.987,6951410.44,16
16,1950,436860.41,6951415.602,16
16,1960,436867.572,6951418.44,16
16,1970,436873.158,6951423.44,16
16,1980,436880.158,6951426.44,16
16,1990,436885.744,6951431.44,16
16,2000,436890.744,6951436.44,16
16,2010,436896.33,6951441.44,16
16,2020,436901.06,6951447.09,16
16,2030,436905.41,6951452.945,16
17,0,434219.91,6951330.94,17
17,10,434211.774,6951326.44,17
17,20,434203.425,6951328.454,17
17,30,434195.182,6951324.212,17
17,40,434191.41,6951315.774,17
17,50,434191.41,6951305.774,17
17,60,434196.41,6951297.845,17
17,70,434196.41,6951287.845,17
17,80,434196.41,6951277.845,17
17,90,434191.41,6951269.916,17
17,100,434195.316,6951261.534,17
17,110,434203.851,6951257.998,17
17,120,434206.41,6951249.058,17
17,130,434206.41,6951239.058,17
17,140,434201.898,6951230.927,17
17,150,434204.458,6951222.392,17
17,160,434211.529,6951215.321,17
17,170,434218.6,6951208.25,17
17,180,434225.671,6951201.179,17
17,190,434229.207,6951192.643,17
17,200,434236.278,6951185.572,17
17,210,434243.349,6951178.501,17
17,220,434250.42,6951171.43,17
17,230,434253.955,6951162.894,17
17,240,434261.026,6951155.823,17
17,250,434268.097,6951148.752,17
17,260,434275.169,6951141.681,17
17,270,434278.704,6951133.146,17
17,280,434285.775,6951126.074,17
17,290,434292.846,6951119.003,17
17,300,434299.917,6951111.932,17
17,310,434306.41,6951104.622,17
17,320,434310.524,6951096.326,17
17,330,434317.595,6951089.255,17
17,340,434324.666,6951082.184,17
17,350,434331.737,6951075.113,17
17,360,434336.41,6951067.048,17
17,370,434342.344,6951059.506,17
17,380,434349.415,6951052.435,17
17,390,434356.41,6951045.332,17
17,400,434360.021,6951036.828,17
17,410,434367.092,6951029.757,17
17,420,434374.163,6951022.686,17
17,430,434381.235,6951015.615,17
17,440,434388.306,6951008.544,17
17,450,434391.841,6951000.008,17
17,460,434398.912,6950992.937,17
17,470,434405.983,6950985.866,17
17,480,434413.054,6950978.795,17
17,490,434420.125,6950971.724,17
17,500,434427.196,6950964.653,17
17,510,434434.268,6950957.582,17
17,520,434436.41,6950948.47,17
17,530,434441.339,6950940.511,17
17,540,434449.238,6950935.44,17
17,550,434456.41,6950929.683,17
17,560,434460.481,6950921.369,17
17,570,434467.552,6950914.298,17
17,580,434474.623,6950913.652,17
17,590,434481.694,6950910.156,17
17,600,434489.74,6950905.44,17
17,610,434497.669,6950900.44,17
17,620,434505.836,6950896.014,17
17,630,434514.372,6950892.478,17
17,640,434516.41,6950883.322,17
17,650,434521.41,6950875.393,17
17,660,434521.443,6950865.407,17
17,670,434529.385,6950860.44,17
17,680,434536.41,6950863.415,17
17,690,434538.514,6950872.543,17
17,700,434545.585,6950879.614,17
17,710,434551.41,6950887.201,17
17,720,434556.191,6950895.221,17
17,730,434564.03,6950900.44,17
17,740,434571.798,6950895.827,17
17,750,434579.888,6950900.44,17
17,760,434588.869,6950902.898,17
17,770,434597.817,6950905.44,17
17,780,434605.94,6950909.97,17
17,790,434611.41,6950917.704,17
17,800,434618.011,6950918.838,17
17,810,434626.603,6950915.44,17
17,820,434635.082,6950911.767,17
17,830,434642.153,6950904.696,17
17,840,434649.224,6950897.625,17
17,850,434656.295,6950890.554,17
17,860,434661.834,6950885.44,17
17,870,434667.124,6950879.726,17
17,880,434674.195,6950872.655,17
17,890,434678.863,6950865.44,17
17,900,434686.68,6950870.169,17
17,910,434693.751,6950863.098,17
17,920,434702.287,6950859.563,17
17,930,434709.358,6950852.492,17
17,940,434712.893,6950843.956,17
17,950,434719.965,6950836.885,17
17,960,434728.5,6950833.35,17
17,970,434735.571,6950826.278,17
17,980,434745.224,6950825.44,17
17,990,434754.107,6950822.743,17
17,1000,434761.178,6950815.672,17
17,1010,434769.713,6950812.136,17
17,1020,434778.249,6950812.278,17
17,1030,434785.32,6950811.53,17
17,1040,434789.855,6950808.885,17
17,1050,434799.211,6950810.44,17
17,1060,434808.391,6950808.459,17
17,1070,434815.462,6950801.388,17
17,1080,434822.533,6950806.562,17
17,1090,434826.41,6950814.957,17
17,1100,434833.14,6950822.169,17
17,1110,434841.675,6950825.705,17
17,1120,434846.41,6950833.743,17
17,1130,434849.714,6950840.44,17
17,1140,434857.282,6950846.311,17
17,1150,434864.353,6950853.382,17
17,1160,434872.888,6950856.918,17
17,1170,434879.959,6950863.989,17
17,1180,434886.41,6950871.317,17
17,1190,434890.566,6950879.595,17
17,1200,434897.637,6950886.667,17
17,1210,434901.41,6950895.104,17
17,1220,434908.244,6950902.273,17
17,1230,434915.315,6950909.344,17
17,1240,434922.386,6950916.415,17
17,1250,434929.457,6950917.393,17
17,1260,434934.407,6950913.436,17
17,1270,434942.942,6950913.907,17
17,1280,434950.013,6950906.836,17
17,1290,434957.364,6950900.44,17
17,1300,434967.364,6950900.44,17
17,1310,434975.62,6950904.649,17
17,1320,434982.691,6950899.159,17
17,1330,434991.15,6950895.44,17
17,1340,434999.079,6950890.44,17
17,1350,435006.833,6950885.016,17
17,1360,435011.41,6950876.912,17
17,1370,435007.44,6950869.41,17
17,1380,435008.309,6950862.339,17
17,1390,435001.582,6950855.268,17
17,1400,435009.582,6950850.44,17
17,1410,435017.188,6950844.661,17
17,1420,435024.26,6950837.59,17
17,1430,435031.331,6950840.36,17
17,1440,435039.227,6950835.44,17
17,1450,435046.937,6950840.967,17
17,1460,435054.008,6950842.841,17
17,1470,435063.013,6950840.44,17
17,1480,435073.013,6950840.44,17
17,1490,435083.013,6950840.44,17
17,1500,435092.544,6950841.573,17
17,1510,435099.615,6950848.644,17
17,1520,435108.871,6950850.44,17
17,1530,435116.134,6950855.715,17
17,1540,435111.41,6950863.759,17
17,1550,435116.41,6950871.687,17
17,1560,435120.828,6950879.857,17
17,1570,435118.457,6950888.393,17
17,1580,435117.899,6950896.929,17
17,1590,435124.97,6950904,17
17,1600,435133.506,6950903.344,17
17,1610,435140.577,6950896.273,17
17,1620,435147.648,6950891.677,17
17,1630,435154.719,6950892.131,17
17,1640,435159.604,6950885.44,17
17,1650,435168.669,6950883.181,17
17,1660,435175.74,6950876.11,17
17,1670,435185.462,6950875.44,17
17,1680,435191.41,6950868.459,17
17,1690,435197.761,6950869.089,17
17,1700,435204.832,6950868.861,17
17,1710,435212.107,6950865.44,17
17,1720,435221.903,6950865.932,17
17,1730,435230.036,6950870.44,17
17,1740,435236.41,6950874.651,17
17,1750,435233.432,6950883.417,17
17,1760,435236.41,6950890.509,17
17,1770,435232.826,6950899.024,17
17,1780,435231.41,6950908.438,17
17,1790,435229.29,6950917.56,17
17,1800,435226.41,6950926.367,17
17,1810,435227.066,6950936.095,17
17,1820,435234.137,6950943.166,17
17,1830,435241.208,6950950.237,17
17,1840,435249.053,6950945.44,17
17,1850,435258.279,6950943.571,17
17,1860,435266.982,6950940.44,17
17,1870,435276.982,6950940.44,17
17,1880,435286.814,6950940.035,17
17,1890,435294.911,6950935.44,17
17,1900,435304.911,6950935.44,17
17,1910,435313.885,6950932.964,17
17,1920,435322.84,6950930.44,17
17,1930,435332.84,6950930.44,17
17,1940,435342.421,6950929.429,17
17,1950,435350.769,6950925.44,17
17,1960,435360.769,6950925.44,17
17,1970,435370.769,6950925.44,17
17,1980,435380.769,6950925.44,17
17,1990,435388.698,6950920.44,17
17,2000,435398.028,6950922.057,17
17,2010,435406.627,6950925.44,17
17,2020,435416.627,6950925.44,17
17,2030,435426.627,6950925.44,17
18,0,429674.91,6951506.94,18
18,10,429683.046,6951502.44,18
18,20,429691.102,6951497.747,18
18,30,429699.052,6951492.797,18
18,40,429706.709,6951487.141,18
18,50,429714.659,6951482.191,18
18,60,429721.901,6951476.948,18
18,70,429729.206,6951470.44,18
18,80,429736.629,6951464.22,18
18,90,429744.286,6951458.563,18
18,100,429751.943,6951452.906,18
18,110,429759.6,6951447.25,18
18,120,429768.022,6951443.44,18
18,130,429767.028,6951436.057,18
18,140,429771.294,6951429.44,18
18,150,429778.692,6951423.158,18
18,160,429786.934,6951418.915,18
18,170,429794.591,6951413.258,18
18,180,429802.248,6951407.601,18
18,190,429809.905,6951401.945,18
18,200,429817.855,6951396.995,18
18,210,429825.512,6951391.338,18
18,220,429833.461,6951386.388,18
18,230,429841.118,6951380.731,18
18,240,429849.068,6951375.782,18
18,250,429856.855,6951370.44,18
18,260,429864.784,6951365.44,18
18,270,429872.331,6951359.518,18
18,280,429880.281,6951354.568,18
18,290,429888.231,6951349.619,18
18,300,429896.181,6951344.669,18
18,310,429903.838,6951339.012,18
18,320,429911.529,6951333.44,18
18,330,429919.444,6951328.405,18
18,340,429927.101,6951322.749,18
18,350,429934.73,6951320.44,18
18,360,429944.316,6951319.44,18
18,370,429953.902,6951318.44,18
18,380,429961.831,6951313.44,18
18,390,429970.243,6951309.606,18
18,400,429977.314,6951302.535,18
18,410,429985.264,6951297.586,18
18,420,429992.628,6951291.222,18
18,430,429999.699,6951284.151,18
18,440,430007.063,6951277.787,18
18,450,430013.72,6951271.13,18
18,460,430021.084,6951264.766,18
18,470,430026.741,6951257.109,18
18,480,430033.812,6951250.038,18
18,490,430041.907,6951245.44,18
18,500,430049.004,6951239.846,18
18,510,430056.661,6951234.189,18
18,520,430062.611,6951227.239,18
18,530,430069.41,6951220.641,18
18,540,430076.631,6951214.218,18
18,550,430078.41,6951204.955,18
18,560,430082.167,6951197.683,18
18,570,430089.238,6951190.612,18
18,580,430096.602,6951184.248,18
18,590,430103.259,6951177.591,18
18,600,430109.41,6951170.724,18
18,610,430115.573,6951163.277,18
18,620,430121.937,6951155.913,18
18,630,430127.41,6951148.18,18
18,640,430131.41,6951139.837,18
18,650,430131.41,6951129.837,18
18,660,430132.41,6951120.251,18
18,670,430133.957,6951110.892,18
18,680,430141.41,6951105.151,18
18,690,430148.564,6951099.286,18
18,700,430155.928,6951092.922,18
18,710,430160.463,6951085.386,18
18,720,430165.41,6951078.021,18
18,730,430171.363,6951070.487,18
18,740,430180.515,6951068.44,18
18,750,430189.687,6951066.44,18
18,760,430198.727,6951064.123,18
18,770,430208.444,6951063.44,18
18,780,430215.141,6951065.708,18
18,790,430222.212,6951058.637,18
18,800,430231.13,6951059.44,18
18,810,430241.13,6951059.44,18
18,820,430250.716,6951058.44,18
18,830,430260.716,6951058.44,18
18,840,430269.888,6951056.44,18
18,850,430279.059,6951054.44,18
18,860,430288.231,6951052.44,18
18,870,430295.112,6951047.738,18
18,880,430302.476,6951041.374,18
18,890,430309.41,6951034.832,18
18,900,430316.496,6951028.353,18
18,910,430321.446,6951020.403,18
18,920,430328.517,6951013.332,18
18,930,430335.588,6951006.261,18
18,940,430341.41,6950998.673,18
18,950,430346.781,6950992.069,18
18,960,430352.438,6950984.412,18
18,970,430359.509,6950977.341,18
18,980,430366.58,6950970.27,18
18,990,430373.651,6950963.199,18
18,1000,430380.722,6950956.128,18
18,1010,430387.086,6950948.764,18
18,1020,430393.036,6950941.814,18
18,1030,430399.4,6950934.45,18
18,1040,430405.764,6950927.086,18
18,1050,430413.127,6950920.722,18
18,1060,430419.491,6950913.358,18
18,1070,430425.855,6950905.994,18
18,1080,430432.926,6950898.923,18
18,1090,430436.462,6950890.388,18
18,1100,430443.533,6950883.317,18
18,1110,430450.604,6950876.245,18
18,1120,430457.675,6950869.174,18
18,1130,430464.746,6950862.103,18
18,1140,430471.986,6950855.44,18
18,1150,430479.06,6950849.79,18
18,1160,430485.717,6950843.133,18
18,1170,430492.374,6950836.476,18
18,1180,430498.738,6950829.112,18
18,1190,430505.388,6950822.44,18
18,1200,430511.41,6950814.947,18
18,1210,430519.246,6950810.44,18
18,1220,430528.417,6950808.44,18
18,1230,430537.589,6950806.44,18
18,1240,430545.486,6950801.363,18
18,1250,430554.022,6950797.828,18
18,1260,430563.033,6950795.44,18
18,1270,430572.557,6950794.292,18
18,1280,430580.962,6950790.44,18
18,1290,430589.629,6950787.221,18
18,1300,430598.476,6950784.44,18
18,1310,430608.062,6950783.44,18
18,1320,430616.82,6950780.44,18
18,1330,430621.41,6950773.273,18
18,1340,430620.41,6950763.687,18
18,1350,430620.41,6950753.687,18
18,1360,430623.064,6950744.786,18
18,1370,430629.72,6950738.129,18
18,1380,430637.778,6950733.44,18
18,1390,430646.949,6950731.44,18
18,1400,430653.41,6950735.565,18
18,1410,430658.535,6950740.44,18
18,1420,430665.121,6950744.44,18
18,1430,430673.121,6950746.44,18
18,1440,430683.121,6950746.44,18
18,1450,430693.121,6950746.44,18
18,1460,430703.121,6950746.44,18
18,1470,430713.121,6950746.44,18
18,1480,430722.707,6950745.44,18
18,1490,430732.327,6950744.523,18
18,1500,430741.448,6950742.401,18
18,1510,430750.222,6950739.44,18
18,1520,430759.393,6950737.44,18
18,1530,430768.565,6950735.44,18
18,1540,430777.736,6950733.44,18
18,1550,430786.494,6950730.44,18
18,1560,430795.298,6950727.552,18
18,1570,430804.419,6950725.431,18
18,1580,430813.247,6950722.602,18
18,1590,430822.351,6950720.44,18
18,1600,430830.28,6950715.44,18
18,1610,430839.038,6950712.44,18
18,1620,430848.268,6950710.581,18
18,1630,430857.682,6950709.167,18
18,1640,430864.753,6950708.783,18
18,1650,430873.289,6950708.561,18
18,1660,430881.824,6950705.025,18
18,1670,430889.925,6950700.44,18
18,1680,430897.854,6950695.44,18
18,1690,430907.431,6950694.419,18
18,1700,430914.502,6950687.347,18
18,1710,430921.641,6950680.44,18
18,1720,430931.227,6950679.44,18
18,1730,430940.812,6950678.44,18
18,1740,430950.398,6950677.44,18
18,1750,430960.109,6950676.741,18
18,1760,430969.984,6950676.44,18
18,1770,430979.57,6950675.44,18
18,1780,430989.156,6950674.44,18
18,1790,430998.741,6950673.44,18
18,1800,431008.059,6950671.791,18
18,1810,431017.18,6950669.67,18
18,1820,431026.256,6950667.44,18
18,1830,431035.013,6950664.44,18
18,1840,431043.372,6950660.477,18
18,1850,431052.114,6950657.44,18
18,1860,431061.285,6950655.44,18
18,1870,431068.393,6950648.457,18
18,1880,431071.929,6950639.921,18
18,1890,431076.41,6950631.777,18
18,1900,431073.821,6950622.85,18
18,1910,431066.749,6950615.779,18
18,1920,431065.41,6950606.334,18
18,1930,431062.41,6950597.576,18
18,1940,431061.093,6950588.122,18
18,1950,431060.41,6950578.405,18
18,1960,431058.41,6950569.233,18
18,1970,431056.143,6950560.172,18
18,1980,431054.41,6950550.89,18
18,1990,431055.96,6950542.44,18
18,2000,431065.131,6950540.44,18
18,2010,431074.041,6950537.808,18
18,2020,431083.163,6950535.687,18
18,2030,431092.646,6950534.44,18
18,2040,431102.232,6950533.44,18
18,2050,431111.403,6950531.44,18
18,2060,431120.819,6950530.03,18
18,2070,431129.648,6950527.202,18
18,2080,431138.504,6950524.44,18
18,2090,431147.598,6950522.252,18
18,2100,431156.133,6950518.716,18
18,2110,431165.19,6950516.44,18
18,2120,431174.362,6950514.44,18
18,2130,431183.533,6950512.44,18
18,2140,431192.291,6950509.44,18
18,2150,431201.876,6950508.44,18
18,2160,431210.634,6950505.44,18
18,2170,431219.982,6950503.867,18
18,2180,431229.391,6950502.44,18
18,2190,431238.563,6950500.44,18
18,2200,431247.734,6950498.44,18
18,2210,431256.906,6950496.44,18
18,2220,431266.906,6950496.44,18
18,2230,431274.882,6950494.968,18
18,2240,431283.835,6950492.44,18
18,2250,431293.006,6950490.44,18
18,2260,431301.764,6950487.44,18
18,2270,431310.521,6950484.44,18
18,2280,431319.024,6950480.826,18
18,2290,431328.036,6950478.44,18
18,2300,431336.974,6950475.876,18
18,2310,431346.379,6950474.44,18
18,2320,431354.722,6950470.44,18
18,2330,431363.752,6950468.098,18
18,2340,431371.116,6950461.734,18
18,2350,431379.651,6950458.198,18
18,2360,431388.095,6950454.44,18
18,2370,431396.438,6950450.44,18
18,2380,431404.965,6950446.884,18
18,2390,431413.208,6950442.642,18
18,2400,431421.881,6950439.44,18
18,2410,431430.865,6950436.985,18
18,2420,431439.693,6950434.157,18
18,2430,431448.153,6950430.44,18
18,2440,431456.497,6950426.44,18
18,2450,431466.082,6950425.44,18
18,2460,431475.3,6950423.55,18
18,2470,431483.426,6950422.44,18
18,2480,431492.41,6950422.041,18
18,2490,431501.835,6950422.865,18
18,2500,431509.597,6950425.44,18
18,2510,431518.597,6950426.44,18
18,2520,431526.597,6950428.44,18
18,2530,431533.183,6950432.44,18
18,2540,431538.183,6950437.44,18
18,2550,431545.769,6950440.44,18
18,2560,431553.769,6950442.44,18
18,2570,431561.41,6950444.798,18
18,2580,431569.371,6950447.4,18
18,2590,431578.354,6950448.44,18
18,2600,431584.41,6950452.384,18
18,2610,431589.41,6950457.97,18
18,2620,431594.526,6950463.44,18
18,2630,431599.41,6950468.555,18
18,2640,431605.112,6950473.44,18
18,2650,431612.613,6950476.643,18
18,2660,431621.041,6950480.44,18
18,2670,431630.041,6950481.44,18
18,2680,431640.041,6950481.44,18
18,2690,431648.627,6950481.44,18
18,2700,431657.684,6950479.165,18
18,2710,431665.313,6950473.44,18
18,2720,431674.313,6950474.44,18
18,2730,431684.313,6950474.44,18
18,2740,431692.756,6950474.094,18
18,2750,431702.07,6950472.44,18
18,2760,431712.07,6950472.44,18
18,2770,431721.07,6950473.44,18
18,2780,431730.07,6950474.44,18
18,2790,431738.41,6950476.1,18
18,2800,431746.41,6950478.1,18
18,2810,431755.656,6950479.44,18
18,2820,431764.242,6950479.44,18
18,2830,431772.827,6950476.023,18
18,2840,431780.514,6950470.44,18
18,2850,431789.1,6950470.44,18
18,2860,431798.685,6950471.44,18
18,2870,431807.41,6950472.715,18
18,2880,431814.685,6950475.44,18
18,2890,431822.685,6950477.44,18
18,2900,431831.271,6950479.44,18
18,2910,431840.271,6950480.44,18
18,2920,431847.41,6950483.301,18
18,2930,431855.271,6950485.44,18
18,2940,431863.41,6950487.886,18
18,2950,431872.857,6950488.44,18
18,2960,431881.857,6950489.44,18
18,2970,431890.857,6950490.44,18
18,2980,431899.857,6950491.44,18
18,2990,431907.41,6950493.886,18
18,3000,431916.443,6950495.44,18
18,3010,431926.41,6950495.472,18
18,3020,431933.41,6950498.472,18
18,3030,431941.443,6950500.44,18
18,3040,431949.443,6950502.44,18
18,3050,431958.029,6950504.44,18
18,3060,431966.41,6950506.058,18
18,3070,431976.029,6950506.44,18
18,3080,431985.029,6950507.44,18
18,3090,431991.41,6950511.644,18
18,3100,431997.41,6950515.644,18
18,3110,432003.2,6950520.44,18
18,3120,432006.41,6950527.23,18
18,3130,432009.41,6950534.23,18
18,3140,432014.41,6950539.815,18
18,3150,432018.09,6950547.119,18
18,3160,432026.626,6950550.655,18
18,3170,432033.697,6950553.153,18
18,3180,432042.573,6950550.44,18
18,3190,432052.573,6950550.44,18
18,3200,432062.232,6950549.617,18
18,3210,432069.303,6950542.546,18
18,3220,432076.374,6950535.475,18
18,3230,432083.445,6950528.404,18
18,3240,432091.981,6950524.869,18
18,3250,432099.052,6950517.798,18
18,3260,432106.123,6950510.727,18
18,3270,432114.659,6950507.191,18
18,3280,432123.194,6950507.224,18
18,3290,432126.73,6950515.759,18
18,3300,432131.41,6950523.82,18
18,3310,432127.336,6950531.366,18
18,3320,432134.407,6950538.437,18
18,3330,432142.943,6950538.907,18
18,3340,432150.014,6950531.836,18
18,3350,432147.085,6950524.765,18
18,3360,432154.156,6950517.694,18
18,3370,432159.106,6950513.135,18
18,3380,432167.641,6950514.208,18
18,3390,432176.08,6950510.44,18
18,3400,432183.248,6950517.277,18
18,3410,432182.501,6950524.348,18
18,3420,432183.855,6950532.884,18
18,3430,432190.926,6950539.955,18
18,3440,432199.461,6950537.388,18
18,3450,432206.532,6950530.562,18
18,3460,432214.512,6950535.44,18
18,3470,432218.603,6950542.633,18
18,3480,432227.441,6950545.44,18
18,3490,432235.674,6950541.175,18
18,3500,432240.075,6950534.104,18
18,3510,432233.004,6950527.033,18
18,3520,432236.888,6950520.917,18
18,3530,432245.014,6950525.44,18
18,3540,432251.41,6950518.906,18
18,3550,432250.326,6950509.355,18
18,3560,432249.565,6950502.284,18
18,3570,432254.387,6950495.44,18
18,3580,432263.515,6950497.544,18
18,3590,432270.586,6950504.615,18
18,3600,432280.245,6950505.44,18
18,3610,432284.536,6950497.314,18
18,3620,432291.607,6950500.636,18
18,3630,432298.678,6950503.172,18
18,3640,432305.749,6950504.778,18
18,3650,432314.285,6950502.565,18
18,3660,432321.356,6950495.494,18
18,3670,432331.333,6950495.44,18
18,3680,432341.333,6950495.44,18
18,3690,432349.262,6950490.44,18
18,3700,432358.427,6950488.423,18
18,3710,432361.962,6950479.887,18
18,3720,432363.787,6950472.816,18
19,0,439441.41,6950044.94,19
19,10,439435.41,6950051.283,19
19,20,439429.157,6950058.693,19
19,30,439423.207,6950063.642,19
19,40,439417.258,6950068.592,19
19,50,439414.851,6950074.44,19
19,60,439407.065,6950077.784,19
19,70,439406.115,6950085.734,19
19,80,439399.064,6950089.44,19
19,90,439393.41,6950096.128,19
19,100,439391.509,6950105.341,19
19,110,439389.41,6950113.643,19
19,120,439390.41,6950122.4,19
19,130,439388.41,6950131.572,19
19,140,439384.41,6950139.915,19
19,150,439383.41,6950148.672,19
19,160,439384.282,6950158.311,19
19,170,439389.41,6950166.187,19
19,180,439381.733,6950169.44,19
19,190,439376.41,6950174.702,19
19,200,439373.976,6950183.44,19
19,210,439372.633,6950190.44,19
19,220,439363.461,6950192.44,19
19,230,439355.118,6950194.44,19
19,240,439346.361,6950197.44,19
19,250,439337.189,6950199.44,19
19,260,439327.604,6950200.44,19
19,270,439318.846,6950203.44,19
19,280,439310.41,6950206.761,19
19,290,439303.16,6950210.44,19
19,300,439297.537,6950215.566,19
19,310,439291.059,6950218.44,19
19,320,439286.901,6950223.93,19
19,330,439287.729,6950232.759,19
19,340,439286.8,6950239.83,19
19,350,439288.07,6950246.779,19
19,360,439284.41,6950254.435,19
19,370,439279.243,6950258.44,19
19,380,439273.41,6950264.364,19
19,390,439267.221,6950270.25,19
19,400,439259.214,6950269.44,19
19,410,439256.41,6950277.807,19
19,420,439251.699,6950285.44,19
19,430,439247.41,6950291.494,19
19,440,439240.422,6950295.451,19
19,450,439232.472,6950298.377,19
19,460,439232.41,6950306.695,19
19,470,439226.983,6950312.44,19
19,480,439219.451,6950314.398,19
19,490,439213.623,6950320.227,19
19,500,439205.38,6950316.469,19
19,510,439205.39,6950323.419,19
19,520,439202.268,6950329.44,19
19,530,439194.682,6950332.44,19
19,540,439189.36,6950339.49,19
19,550,439181.41,6950342.44,19
19,560,439177.067,6950348.44,19
19,570,439169.925,6950350.954,19
19,580,439170.553,6950357.582,19
19,590,439166.28,6950362.44,19
19,600,439158.782,6950365.067,19
19,610,439156.833,6950372.017,19
19,620,439154.41,6950379.014,19
19,630,439153.176,6950387.205,19
19,640,439144.933,6950387.916,19
19,650,439141.983,6950395.866,19
19,660,439139.878,6950402.44,19
19,670,439138.029,6950408.059,19
19,680,439131.548,6950411.301,19
19,690,439130.807,6950419.837,19
19,700,439125.77,6950424.079,19
19,710,439117.162,6950427.44,19
19,720,439109.233,6950428.44,19
19,730,439101.476,6950424.44,19
19,740,439099.606,6950432.636,19
19,750,439100.971,6950440.878,19
19,760,439097.41,6950449.403,19
19,770,439097.41,6950459.403,19
19,780,439093.193,6950467.657,19
19,790,439091.41,6950476.918,19
19,800,439090.41,6950485.675,19
19,810,439089.41,6950495.261,19
19,820,439090.41,6950504.847,19
19,830,439091.41,6950514.433,19
19,840,439090.41,6950524.019,19
19,850,439087.051,6950531.799,19
19,860,439089.41,6950540.291,19
19,870,439090.41,6950549.876,19
19,880,439090.41,6950559.876,19
19,890,439087.802,6950568.44,19
19,900,439083.444,6950576.405,19
19,910,439078.41,6950584.32,19
19,920,439078.41,6950593.492,19
19,930,439079.41,6950603.077,19
19,940,439081.41,6950612.249,19
19,950,439084.41,6950621.006,19
19,960,439083.41,6950630.592,19
19,970,439081.5,6950638.44,19
19,980,439073.231,6950642.619,19
19,990,439065.642,6950648.44,19
19,1000,439061.196,6950655.225,19
19,1010,439059.382,6950661.468,19
19,1020,439064.388,6950667.418,19
19,1030,439072.924,6950667.926,19
19,1040,439079.651,6950673.44,19
19,1050,439089.651,6950673.44,19
19,1060,439099.651,6950673.44,19
19,1070,439108.823,6950675.44,19
19,1080,439118.408,6950674.44,19
19,1090,439125.237,6950679.267,19
19,1100,439130.894,6950686.924,19
19,1110,439136.551,6950694.58,19
19,1120,439135.501,6950702.53,19
19,1130,439140.41,6950710.497,19
19,1140,439137.42,6950718.43,19
19,1150,439129.177,6950722.672,19
19,1160,439120.349,6950721.378,19
19,1170,439111.813,6950723.036,19
19,1180,439103.864,6950727.986,19
19,1190,439102.41,6950737.384,19
19,1200,439102.41,6950747.384,19
19,1210,439103.078,6950757.107,19
19,1220,439100.207,6950765.643,19
19,1230,439098.41,6950774.899,19
19,1240,439097.378,6950784.471,19
19,1250,439092.429,6950792.421,19
19,1260,439088.41,6950800.757,19
19,1270,439091.41,6950809.514,19
19,1280,439092.998,6950818.028,19
19,1290,439101.999,6950816.44,19
19,1300,439110.655,6950813.194,19
19,1310,439118.605,6950808.634,19
19,1320,439121.41,6950817.472,19
19,1330,439127.676,6950823.705,19
19,1340,439134.747,6950830.776,19
19,1350,439138.41,6950838.088,19
19,1360,439145.232,6950845.262,19
19,1370,439154.061,6950844.789,19
19,1380,439162.303,6950848.333,19
19,1390,439160.981,6950856.868,19
19,1400,439160.41,6950865.803,19
19,1410,439152.91,6950868.939,19
19,1420,439152.031,6950878.061,19
19,1430,439158.41,6950884.247,19
19,1440,439156.41,6950893.419,19
19,1450,439156.41,6950903.419,19
19,1460,439158.304,6950912.546,19
19,1470,439156.41,6950921.762,19
19,1480,439152.41,6950929.519,19
19,1490,439154.41,6950938.691,19
19,1500,439155.41,6950948.276,19
19,1510,439155.41,6950957.448,19
19,1520,439156.123,6950967.153,19
19,1530,439160.887,6950974.44,19
19,1540,439155.41,6950978.963,19
19,1550,439149.41,6950982.963,19
19,1560,439143.41,6950986.963,19
19,1570,439137.41,6950990.963,19
20,0,434561.41,6950025.44,20
20,10,434568.481,6950032.511,20
20,20,434575.552,6950039.582,20
20,30,434583.126,6950045.44,20
20,40,434591.159,6950050.188,20
20,50,434598.984,6950055.44,20
20,60,434606.765,6950060.795,20
20,70,434614.842,6950065.44,20
20,80,434622.372,6950071.401,20
20,90,434629.443,6950078.473,20
20,100,434638.628,6950080.44,20
20,110,434646.514,6950085.544,20
20,120,434654.486,6950090.44,20
20,130,434662.121,6950096.15,20
20,140,434669.192,6950103.221,20
